"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description","gender","Race","votes","IMDB","tomato","gender_num","race_num","type_num"
70165189,"Movie","Barbie: A Fairy Secret","William Lau","Diana Kaarina, Adrian Petriw, Britt Irvin, Cassandra Morris, Kate Higgins, Silvio Pollio, Brittney Wilson, Alexandra Carter, Nicole Oliver, Barbara Tyson","United States",2017,2010,"TV-Y7","72 min","Children & Family Movies","When devilish fairies capture Ken and fly away with him, Barbie and Raquelle travel to the glittering fairy world of Gloss Angeles to save him.","Male","Asian",1230,5.7,NA,0,2,1
70290567,"Movie","The Short Game","Josh Greenbaum","Sky Sudberry, Allan Kournikova, Jed Dy, Zamokuhle Nxasana, Alexa Pano, Amari Avery, Augustin Valery, Kuang Yang, Jack Nicklaus, Gary Player","United States",2013,2013,"PG","100 min","Children & Family Movies, Documentaries, Sports Movies","They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school.","Male","White",1243,7.4,84,0,0,1
80134431,"Movie","The Cloverfield Paradox","Julius Onah","Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz, Chris O'Dowd, Aksel Hennie, Zhang Ziyi, Elizabeth Debicki, Roger Davies, Clover Nee","United States",2018,2018,"TV-MA","102 min","Action & Adventure, Sci-Fi & Fantasy","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.","Male","Black",89889,5.5,16,0,1,1
81121184,"Movie","NOVA: Killer Volcanoes","Oliver Twinch","Craig Sechler","United States",2019,2017,"TV-PG","54 min","Documentaries","Evidence of a mysterious medieval famine leads researchers on a quest for one of the deadliest volcanoes in human history.","Male","White",2166,7.7,NA,0,0,1
60033108,"Movie","Tremors","Ron Underwood","Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, Reba McEntire, Robert Jayne, Charlotte Stewart, Tony Genaro, Ariana Richards, Richard Marcus, Victor Wong, Bibi Besch","United States",2020,1990,"PG-13","96 min","Comedies, Cult Movies, Horror Movies","After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.","Male","White",114254,7.1,88,0,0,1
81043473,"Movie","SGT. Will Gardner","Max Martini","Max Martini, Omari Hardwick, Lily Rabe, Elisabeth Röhm, Robert Patrick, Dermot Mulroney, Gary Sinise, JoBeth Williams, Luis Bordonada, Leo Martini","United States",2019,2019,"TV-MA","125 min","Dramas","A homeless vet who has PTSD steals a motorcycle and hits the road, trying to sort out what life means now that war is in the rear-view mirror.","Male","White",836,5.9,22,0,0,1
80994444,"Movie","Scorpion King 5: Book of Souls","Don Michael Paul","Zach McGowan, Pearl Thusi, Nathan Jones, Peter Mensah, Katy Louise Saunders, Mayling Ng, Howard Charles, Inge Beckmann","United States",2018,2018,"PG-13","102 min","Action & Adventure, Sci-Fi & Fantasy","The Scorpion King joins forces with a Nubian princess in an all-or-nothing fight to stop a warlord from claiming the souls of the vanquished.","Male","White",1935,4.6,NA,0,0,1
80171742,"Movie","Unacknowledged","Michael Mazzola","","United States",2017,2017,"TV-MA","104 min","Documentaries","Noted UFO expert Dr. Steven Greer interviews witnesses and presents classified documents concerning the existence of extraterrestrials.","Male","White",5881,7.1,NA,0,0,1
70283260,"TV Show","Reign","","Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Jenessa Grant, Celina Sinden, Caitlin Stasey, Anna Popplewell, Alan Van Sprang, Rossif Sutherland, Jonathan Keltz, Sean Teale, Craig Parker","United States",2017,2017,"TV-14","4 Seasons","TV Dramas","This vivid historical drama series tells of the rise to power of Mary, Queen of Scots, amid a court full of sexual and political intrigue.","","",41516,7.5,86,3,6,2
70120142,"Movie","Get Him to the Greek","Nicholas Stoller","Jonah Hill, Russell Brand, Elisabeth Moss, Rose Byrne, Colm Meaney, Sean ""P. Diddy"" Combs, Aziz Ansari, Carla Gallo, Nick Kroll, Kristen Schaal","United States",2020,2010,"R","109 min","Comedies, Music & Musicals","Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.","Male","White",165524,6.4,72,0,0,1
70300666,"Movie","The Signal","William Eubank, Will Eubank","Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet","United States",2018,2014,"PG-13","97 min","Sci-Fi & Fantasy, Thrillers","During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.","Male","White",60402,6.1,61,0,0,1
80018294,"TV Show","Marvel's Daredevil","","Charlie Cox, Deborah Ann Woll, Elden Henson, Rosario Dawson, Vincent D'Onofrio, Jon Bernthal, Elodie Yung, Scott Glenn, Stephen Rider, Vondie Curtis-Hall, Ayelet Zurer, Toby Leonard Moore, Bob Gunton","United States",2018,2018,"TV-MA","3 Seasons","Crime TV Shows, TV Action & Adventure","Blinded as a young boy, Matt Murdock fights injustice by day as a lawyer and by night as the Super Hero Daredevil in Hell's Kitchen, New York City.","Male","White",346226,8.6,92,0,0,2
80197462,"TV Show","Daybreak","","Colin Ford, Alyvia Alyn Lind, Sophie Simnett, Austin Crute, Cody Kearsley, Jeanté Godlock, Gregory Kasyan, Krysta Rodriguez, Matthew Broderick","United States",2019,2019,"TV-MA","1 Season","TV Action & Adventure, TV Comedies, TV Horror","Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.","Male","White",12541,6.7,70,0,0,2
70130445,"Movie","Eat Pray Love","Ryan Murphy","Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero","United States",2019,2010,"PG-13","140 min","Dramas, Romantic Movies","After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.","Male","White",83559,5.8,36,0,0,1
80209096,"TV Show","My Next Guest Needs No Introduction With David Letterman","","President Barack Obama, George Clooney, Malala Yousafzai, Jay-Z, Tina Fey, Howard Stern, David Letterman","United States",2019,2019,"TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows","TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this monthly talk show.","","",3957,7.9,83,3,6,2
80208662,"Movie","All In My Family","Hao Wu","","United States",2019,2019,"TV-14","40 min","Documentaries, LGBTQ Movies","After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.","Male","Asian",8,6.7,NA,0,2,1
80107737,"Movie","Peter and the Farm","Tony Stone","Peter Dunning","United States",2017,2016,"TV-MA","92 min","Documentaries","His hilltop farm in Vermont may be bucolic, but making ends meet is a backbreaking challenge for grizzled, hard-drinking organic farmer Peter Dunning.","Male","White",667,7.2,100,0,0,1
80194612,"Movie","The Hatred","Michael G. Kehoe","Sarah Davenport, Andrew Divoff, Gabrielle Bourne, Bayley Corman, Alisha Wainwright, Nina Siemaszko, Shae Smolik, David Naughton, Amanda Wyss, Darby Walker","United States",2017,2017,"R","94 min","Horror Movies","Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.","Male","White",1969,3.6,NA,0,0,1
81083891,"Movie","Bob Lazar: Area 51 & Flying Saucers","Jeremy Kenyon Lockyer Corbell","Robert Lazar","United States",2019,2018,"TV-MA","97 min","Documentaries","Decades ago, Bob Lazar blew the whistle on Area 51. Now he’s back to explain the alien tech he worked with, and the government's war to shut him up.","Male","White",3746,5.5,20,0,0,1
70269429,"TV Show","Comedy Bang! Bang!","","Scott Aukerman, Reggie Watts","United States",2016,2016,"TV-14","5 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","Scott Aukerman brings his popular podcast Comedy Bang! Bang! to television, along with his co-host and bandleader, Reggie Watts.","","",3702,7.5,NA,3,6,2
80999455,"TV Show","It's Bruno!","","Solvan ""Slick"" Naim, Rob Morgan, Shakira Barrera, Jade Eshete, Adriane Lenox, Donnell Rawlings, Eden Marryshow, Sam Eliad, Devale Ellis, J. Ray Acosta","United States",2019,2019,"TV-MA","1 Season","TV Comedies","An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect.","","",2176,7.5,100,3,6,2
70286355,"Movie","I'm in Love with a Church Girl","Steve Race","Ja Rule, Adrienne Bailon, Stephen Baldwin, Vincent Pastore, Michael Madsen, T-Bone, Martin Kove, Toby Mac","United States",2017,2013,"PG","119 min","Dramas, Faith & Spirituality, Romantic Movies","When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path.","Male","White",1654,4.4,6,0,0,1
80225696,"TV Show","Hot Date","","Emily Axford, Brian Murphy","United States",2018,2018,"TV-MA","1 Season","Romantic TV Shows, TV Comedies","Interconnected sketches and performances skewer the madness and misunderstandings of modern relationships.","","",462,7,NA,3,6,2
80107087,"Movie","Internet Famous","Michael Gallagher","Shane Dawson, Steve Greene, Amanda Cerny, Christian Delgrosso, Wendy McColm, Richard Ryan, Roger Bart, John Michael Higgins, Missi Pyle, Jimmy Tatro, Tay Zonday, Adam Busch","United States",2016,2016,"TV-14","87 min","Comedies","Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.","Male","White",1040,3.5,NA,0,0,1
80044804,"Movie","Demetri Martin: Live (At the Time)","Jay Karas","Demetri Martin","United States",2015,2015,"TV-MA","62 min","Stand-Up Comedy","Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.","Male","White",1791,7.4,NA,0,0,1
81183570,"Movie","Home Is Where the Killer Is","Kaila York","Stacy Haiduk, Kelly Kruger, Christopher Sean, Anne Leighton, Beth Littleford, John-Paul Lavoisier, Kristoff St. John, Pallavi Sastry","United States",2019,2019,"TV-14","87 min","Dramas, Thrillers","Recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession.","Female","White",326,7.1,NA,1,0,1
80108159,"TV Show","Ask the StoryBots","","Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis","United States",2019,2019,"TV-Y","3 Seasons","Kids' TV","Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.","","",605,8.1,NA,3,6,2
80106307,"Movie","Extremis","Dan Krauss","","United States",2016,2016,"TV-PG","25 min","Documentaries","Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices.","Male","White",343,7.3,NA,0,0,1
70260512,"Movie","Seal Team Six: The Raid on Osama Bin Laden","John Stockwell","Cam Gigandet, Anson Mount, Freddy Rodríguez, Xzibit, Kathleen Robertson, Robert Knepper, Eddie Kaye Thomas, Kenneth Miller, William Fichtner, Jenny Gabrielle, Mo Gallini","United States",2020,2012,"TV-MA","90 min","Action & Adventure","In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound.","Male","White",9711,5.7,50,0,0,1
60004509,"Movie","Scooby-Doo on Zombie Island","Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum","Scott Innes, Billy West, Mary Kay Bergman, Frank Welker, B.J. Ward, Adrienne Barbeau, Tara Strong, Cam Clarke, Mark Hamill","United States",2019,1998,"TV-PG","77 min","Children & Family Movies","When Daphne's TV show does a segment on real monsters, the gang fires up the Mystery Machine and heads to Moonscar Island, where zombies await.","Male","Asian",10783,7.8,86,0,2,1
60010069,"Movie","Alice Doesn't Live Here Anymore","Martin Scorsese","Ellen Burstyn, Kris Kristofferson, Billy Green Bush, Diane Ladd, Harvey Keitel, Lelia Goldoni, Lane Bradbury, Vic Tayback, Jodie Foster, Alfred Lutter","United States",2019,1974,"PG","112 min","Classic Movies, Comedies, Dramas","A widowed singer and single mother starts over as a diner waitress in Arizona, befriending her coworkers and romancing a ruggedly handsome rancher.","Male","White",20316,7.3,87,0,0,1
80209895,"Movie","Ram Dass, Going Home","Derek Peck","Ram Dass","United States",2018,2018,"TV-14","32 min","Documentaries, Faith & Spirituality","From his home on Maui, pioneering researcher, author and spiritual teacher Ram Dass reflects on love, life and death as his own days draw to a close.","Male","White",392,7,NA,0,0,1
1151188,"Movie","Chasing Amy","Kevin Smith","Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith","United States",2020,1997,"R","113 min","Comedies, Cult Movies, Dramas","Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.","Male","White",129225,7.2,87,0,0,1
70058022,"Movie","Hot Rod","Akiva Schaffer","Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride, Isla Fisher, Sissy Spacek, Ian McShane, Will Arnett, Chris Parnell, Chester Tam","United States",2019,2007,"PG-13","88 min","Comedies, Sports Movies","Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.","Male","White",73674,6.7,39,0,0,1
80220758,"Movie","Survivors Guide to Prison","Matthew Cooke","Susan Sarandon","United States",2018,2017,"TV-MA","103 min","Documentaries","Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated.","Male","White",922,7.1,100,0,0,1
80186796,"Movie","Dancing with the Birds","Huw Cordey","Stephen Fry","United States",2019,2019,"TV-PG","52 min","Documentaries","From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate.","Male","White",926,8.3,NA,0,0,1
80082862,"Movie","Patton Oswalt: Talking for Clapping","","Patton Oswalt","United States",2016,2016,"TV-MA","66 min","Stand-Up Comedy","On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown.","Male","White",1669,6.8,NA,0,0,1
80021955,"TV Show","Better Call Saul","","Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito","United States",2018,2017,"TV-MA","3 Seasons","Crime TV Shows, TV Comedies, TV Dramas","This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.","Male","White",283155,8.7,97,0,0,2
80019930,"Movie","Monster High: Freaky Fusion","William Lau, Sylvain Blais","Cam Clarke, Audu Paden, Laura Bailey, Cindy Robinson, Erin Fitzgerald, Kate Higgins, Salli Saffioti, Sue Swan, Haviland Stillwell, Paula Rhodes, America Young, Stephanie Sheh, Josey Montana McCoy","United States",2018,2014,"TV-Y7","74 min","Children & Family Movies","When Frankie Stein travels back in time, a teen scientist follows her home into the present and causes a lab accident that creates four new monsters.","Male","White",494,6.8,NA,0,0,1
569355,"Movie","Hamburger Hill","John Irvin","Anthony Barille, Michael Boatman, Don Cheadle, Michael Dolan, Don James, Dylan McDermott, Michael A. Nickles, Harry O'Reilly, Daniel O'Shea, Tim Quill, Tommy Swerdlow, Courtney B. Vance, Steven Weber, Tegan West","United States",2019,1987,"R","110 min","Action & Adventure, Dramas","The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.","Male","White",22800,6.7,100,0,0,1
70052286,"Movie","Kicking and Screaming","Noah Baumbach","Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould","United States",2019,1995,"R","97 min","Comedies, Independent Movies, Romantic Movies","After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy.","Male","White",10431,6.8,57,0,0,1
80133553,"Movie","Chris D'Elia: Man on Fire","Bill D'Elia","Chris D'Elia","United States",2017,2017,"TV-MA","66 min","Stand-Up Comedy","Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends.","Male","White",1374,6.6,NA,0,0,1
80988815,"TV Show","Marching Orders","","","United States",2018,2018,"TV-14","1 Season","Docuseries","A top-ranked college marching band’s members fight to keep their spots, memorize routines, tend to their social lives – and slay the competition.","","",215,5.9,NA,3,6,2
80117736,"Movie","Spivak","Anthony Abrams, Adam Larson Broder","Michael Bacall, Maggie Lawson, Elden Henson, Robert Kazinsky, Mark Webber, Chloe Wepper","United States",2018,2017,"TV-MA","92 min","Comedies, Independent Movies","Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.","Male","White",508,5.5,NA,0,0,1
896678,"Movie","Red Dawn","John Milius","Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton","United States",2019,1984,"PG-13","114 min","Action & Adventure, Cult Movies","A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.","Male","White",49400,6.4,46,0,0,1
80986854,"TV Show","I Think You Should Leave with Tim Robinson","","Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant","United States",2019,2019,"TV-MA","1 Season","TV Comedies","There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.","","",4410,7.4,93,3,6,2
81038545,"Movie","Mercy Black","Owen Egerton","Daniella Pineda, Elle LaMont, Janeane Garofalo, Miles Emmons, Lee Eddy, Austin Amelio, Elke Boucher-Depew, Dylan Gage, Troy Anthony Hogan, Jamy Lentz","United States",2019,2019,"TV-14","88 min","Horror Movies","Fifteen years after a traumatic crime, a woman is released from psychiatric care and tries to drive out an evil spirit that continues to haunt her.","Male","White",2094,4.9,40,0,0,1
60029363,"Movie","Dragonheart","Rob Cohen","Sean Connery, Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Julie Christie","United States",2020,1996,"PG-13","103 min","Action & Adventure, Sci-Fi & Fantasy","In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth.","Male","White",88907,6.5,50,0,0,1
516788,"Movie","Forbidden Planet","Fred M. Wilcox","Leslie Nielsen, Walter Pidgeon, Anne Francis, Jack Kelly, Warren Stevens, James Drury, Earl Holliman","United States",2019,1956,"G","98 min","Action & Adventure, Classic Movies, Sci-Fi & Fantasy","A pulp-fiction sci-fi classic, Forbidden Planet stars Leslie Nielsen as a heroic starship captain who finds the paradise planet Altair-IV.","Male","White",43539,7.6,98,0,0,1
80998967,"Movie","Good Sam","Kate Melville","Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous","United States",2019,2019,"TV-PG","90 min","Children & Family Movies, Dramas","A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.","Female","White",2073,5.6,NA,1,0,1
70302182,"TV Show","Halt and Catch Fire","","Lee Pace, Scoot McNairy, Mackenzie Davis, Kerry Bishé, Toby Huss, Aleksa Palladino, David Wilson Barnes, Morgan Hinkleman, James Cromwell, Manish Dayal, Annabeth Gish","United States",2017,2017,"TV-14","4 Seasons","TV Dramas","Re-creating the dawn of the personal computer era, this digital drama tracks the fates of an industry visionary and his brilliant colleagues.","Male","White",26047,8.4,90,0,0,2
70242898,"Movie","Power Rangers Super Samurai: Stuck on Christmas","","Alex Heartman, Najee De-Tiege, Hector David Jr., Erika Fong, Brittany Anne Pirtle, Steven Skyler, Paul Schrier, Felix Ryan, Jeff Szusterman, Stig Alred, Kate Elliot","United States",2016,2012,"TV-Y7-FV","24 min","Children & Family Movies, Sci-Fi & Fantasy","The Samurai Rangers get stuck in the Megazord's cockpit on Christmas Eve when it breaks down. Can the Rangers get out in time for Christmas?","Male","Middle East",1698,5.5,0,0,4,1
70196145,"TV Show","New Girl","","Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone, Lamorne Morris, Damon Wayans Jr.","United States",2019,2017,"TV-14","7 Seasons","Romantic TV Shows, TV Comedies","Still rebounding from a breakup, Jessica Day moves in with three single guys, all of whom are ready to help her understand the ways of the world.","Female","White",176340,7.7,94,1,0,2
60031404,"Movie","Kevin James: Sweat the Small Stuff","Paul Miller","Kevin James","United States",2019,2001,"TV-PG","42 min","Stand-Up Comedy","The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.","Male","White",965,7.5,NA,0,0,1
80091742,"TV Show","Last Chance U","","John Franklin III, DJ Law, Buddy Stephens, Brittany Wagner, Ronald Ollie","United States",2019,2019,"TV-MA","4 Seasons","Docuseries","In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.","","",4761,8.5,93,3,6,2
70140322,"Movie","Kevin Hart: Seriously Funny","Shannon Hartman","Kevin Hart","United States",2018,2010,"TV-MA","67 min","Stand-Up Comedy","With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.","Female","White",5336,7.6,NA,1,0,1
70045356,"Movie","Jeff Dunham: Arguing with Myself","Manny Rodriguez","Jeff Dunham","United States",2019,2006,"NR","69 min","Stand-Up Comedy","Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country.","Male","Latino",3690,8,NA,0,3,1
80204730,"TV Show","The Last O.G.","","Tracy Morgan, Tiffany Haddish, Cedric the Entertainer, Allen Maldonado, Ryan Gaul, Taylor Mosby, Dante Hoagland, Joel Marsh Garland, Gino Vento, Derek Gaines, Daniel J. Watts, Malik Yoba, Edi Patterson","United States",2018,2018,"TV-MA","1 Season","TV Comedies","After 15 years behind bars, a kindhearted ex-drug dealer returns to Brooklyn looking for a fresh start, only to discover things have changed. A lot.","Male","Black",2528,6.9,NA,0,1,2
80197889,"TV Show","WHAT / IF","","Renée Zellweger, Jane Levy, Blake Jenner, Keith Powers, Samantha Marie Ware, Juan Castano, Dave Annable, Saamer Usmani, Daniella Pineda, John Clarence Stewart, Louis Herthum","United States",2019,2019,"TV-MA","1 Season","TV Dramas, TV Thrillers","Desperate to secure funding for her med tech startup, an idealistic scientist and her husband strike an outrageous deal with a mysterious investor.","Male","White",11289,6.3,NA,0,0,2
60010514,"Movie","Jackie Brown","Quentin Tarantino","Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda, Michael Keaton, Robert De Niro, Michael Bowen, Chris Tucker, LisaGay Hamilton, Tommy 'Tiny' Lister, Hattie Winston, Sid Haig","United States",2019,1997,"R","154 min","Dramas, Thrillers","When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.","Male","White",302710,7.5,87,0,0,1
70023451,"Movie","Hustle & Flow","Craig Brewer","Terrence Howard, Anthony Anderson, Taryn Manning, Taraji P. Henson, DJ Qualls, Ludacris, Paula Jai Parker, Elise Neal, Isaac Hayes","United States",2019,2005,"R","117 min","Dramas, Independent Movies, Music & Musicals","A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.","Male","White",37776,7.3,82,0,0,1
80150002,"Movie","Amy Schumer: The Leather Special","Amy Schumer","Amy Schumer","United States",2017,2017,"TV-MA","57 min","Stand-Up Comedy","Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.","Female","White",8959,2.9,NA,1,0,1
80003151,"Movie","Secrets of Chatsworth","Susannah Ward","Samuel West","United States",2017,2013,"TV-PG","54 min","Documentaries, International Movies","Tales of tragedy and scandal unfold through the history of Chatsworth, a grand estate that has been home to some of England's most noted aristocrats.","Female","White",129,7.4,NA,1,0,1
70041162,"Movie","Click","Frank Coraci","Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge","United States",2020,2006,"PG-13","108 min","Comedies, Sci-Fi & Fantasy","Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.","Male","White",295180,6.4,33,0,0,1
81187847,"Movie","League of Legends Origins","Leslie Iwerks","","United States",2019,2019,"TV-MA","78 min","Documentaries","Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan.","Female","White",566,6.6,NA,1,0,1
80039050,"Movie","I'll See You in My Dreams","Brett Haley","Blythe Danner, Martin Starr, June Squibb, Rhea Perlman, Mary Kay Place, Malin Akerman, Sam Elliott, Aarti Mann, Mark Adair-Rios, Ashley Spillers","United States",2019,2015,"PG-13","96 min","Comedies, Dramas, Independent Movies","After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves.","Male","White",6681,6.7,80,0,0,1
70297962,"Movie","Alpha and Omega 2: A Howl-iday Adventure","Richard Rich","Ben Diskin, Kate Higgins, Blackie Rose, Lindsay Torrance, Liza West, Tracy Pfau, Bill Lader, Meryl Leigh, Shaun Gerardo","United States",2019,2013,"TV-G","45 min","Children & Family Movies","In this animated outdoor adventure, wolf couple Humphrey and Kate face a crisis when one of their three cubs disappears without explanation.","Male","White",860,5.1,NA,0,0,1
70077557,"Movie","Get Smart","Peter Segal","Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp, Terry Crews, David Koechner, James Caan, Masi Oka, Nate Torrence, Bill Murray","United States",2019,2008,"PG-13","110 min","Action & Adventure, Comedies","When the identities of secret agents are compromised, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group.","Male","White",197117,6.5,50,0,0,1
80208906,"Movie","Under the Eiffel Tower","Archie Borders","Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole","United States",2019,2018,"TV-MA","87 min","Comedies, Independent Movies, Romantic Movies","An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.","Male","White",556,5.1,41,0,0,1
70157294,"TV Show","Private Practice","","Kate Walsh, Tim Daly, Audra McDonald, Paul Adelstein, Taye Diggs, Amy Brenneman, KaDee Strickland, Chris Lowell, Brian Benben","United States",2019,2012,"TV-14","6 Seasons","TV Comedies, TV Dramas","At Oceanside Wellness Center, Dr. Addison Montgomery deals with competing personalities in the new world of holistic medicine.","Male","White",21324,6.6,51,0,0,2
80209379,"TV Show","Tidying Up with Marie Kondo","","Marie Kondo","United States",2019,2019,"TV-PG","1 Season","Reality TV","In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter – and choose joy.","Female","Asian",2520,6.6,79,1,2,2
80203147,"Movie","To All the Boys I’ve Loved Before","Susan Johnson","Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro, Madaleine Arthur, Israel Broussard, Emilija Baranac, John Corbett","United States",2018,2018,"TV-14","100 min","Comedies, International Movies, Romantic Movies","When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down.","Female","White",77162,6.1,75,1,0,1
60010082,"Movie","An American Tail","Don Bluth","Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, Christopher Plummer, John Finnegan, Will Ryan, Hal Smith, Dom DeLuise, Madeline Kahn","United States",2018,1986,"G","80 min","Children & Family Movies","Fievel, a young Russian mouse, immigrates to America and must make his own way in the strange and sometimes perilous new world.","Male","White",47035,6.9,70,0,0,1
70203594,"Movie","Jeff Dunham: Controlled Chaos","Michael Simon, Matthew McNeil","Jeff Dunham","United States",2019,2011,"TV-MA","97 min","Stand-Up Comedy","Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut.","Male","White",2059,7.5,NA,0,0,1
